member_name,member_start_date,member_end_date,political_party,administrative_region,gender,name
παπαγιαννακης ελευθεριου μιχαηλ,2007-09-16,2009-05-26,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,mixail_papagiannakis
παπαγιαννης κανελλου μιχαηλ,1989-01-01,1989-06-02,νεα δημοκρατια,αττικης(υπολοιπο),male,mixail_papagiannis
παπαγιαννης κανελλου μιχαηλ,1989-11-05,1990-03-12,νεα δημοκρατια,αττικης(υπολοιπο),male,mixail_papagiannis
αραμπατζη αθανασιου φωτεινη,2012-05-06,2012-05-19,νεα δημοκρατια,σερρων,female,foteini_arampatzi
αραμπατζη αθανασιου φωτεινη,2012-06-17,2014-12-31,νεα δημοκρατια,σερρων,female,foteini_arampatzi
αραμπατζη αθανασιου φωτεινη,2015-01-25,2015-08-28,νεα δημοκρατια,σερρων,female,foteini_arampatzi
αραμπατζη αθανασιου φωτεινη,2015-09-20,2019-06-11,νεα δημοκρατια,σερρων,female,foteini_arampatzi
αραμπατζη αθανασιου φωτεινη,2019-07-07,2023-04-22,νεα δημοκρατια,σερρων,female,foteini_arampatzi
αραμπατζη αθανασιου φωτεινη,2023-06-25,2023-11-13,νεα δημοκρατια,σερρων,female,foteini_arampatzi
παπαδακης χρηστου παρασχος,2023-05-21,2023-05-29,ελληνικη λυση - κυριακος βελοπουλος,εβρου,male,parasxos_papadakis
παπαδακης χρηστου παρασχος,2023-06-25,2023-11-13,ελληνικη λυση - κυριακος βελοπουλος,εβρου,male,parasxos_papadakis
παπαδελλης γεωργιου φραγκλινος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,λεσβου,male,fragklinos_papadellis
παπαδελλης γεωργιου φραγκλινος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,λεσβου,male,fragklinos_papadellis
παπαδελλης γεωργιου φραγκλινος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λεσβου,male,fragklinos_papadellis
παπαδημας ηλια λαμπρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male,lampros_papadimas
παπαδημας ηλια λαμπρος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male,lampros_papadimas
παπαδημας ηλια λαμπρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male,lampros_papadimas
παπαδημας ηλια λαμπρος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male,lampros_papadimas
παπαδηματος παναγιωτη νικολαος,2007-09-16,2009-09-07,νεα δημοκρατια,αχαιας,male,nikolaos_papadimatos
παπαδημητριου αθανασιου χαραλαμπος (μπαμπης),2019-07-07,2023-04-22,νεα δημοκρατια,β3' νοτιου τομεα αθηνων,male,xaralampos_papadimitriou
παπαδημητριου αλεξανδρου γεωργιος,2007-09-16,2009-02-16,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male,georgios_papadimitriou
παπαδημητριου δημητριου γεωργιος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male,georgios_papadimitriou
παπαδημητριου δημητριου ελισαβετ (ελσα),1993-10-10,1996-08-24,νεα δημοκρατια,αργολιδος,female,elisabet_papadimitriou
παπαδημητριου δημητριου ελισαβετ (ελσα),1996-09-22,2000-03-14,νεα δημοκρατια,αργολιδος,female,elisabet_papadimitriou
παπαδημητριου δημητριου ελισαβετ (ελσα),2000-04-09,2004-02-11,νεα δημοκρατια,αργολιδος,female,elisabet_papadimitriou
παπαδημητριου δημητριου ελισαβετ (ελσα),2004-03-07,2007-08-18,νεα δημοκρατια,αργολιδος,female,elisabet_papadimitriou
παπαδημητριου δημητριου ελισαβετ (ελσα),2007-09-16,2009-09-07,νεα δημοκρατια,αργολιδος,female,elisabet_papadimitriou
παπαδημητριου δημητριου ελισαβετ (ελσα),2011-06-29,2012-04-11,ανεξαρτητοι (εκτος κομματος),αργολιδος,female,elisabet_papadimitriou
παπαδημητριου δημητριου ελισαβετ (ελσα),2009-10-04,2011-06-28,νεα δημοκρατια,αργολιδος,female,elisabet_papadimitriou
αραπογλου ανεστη χρυση,2000-04-09,2000-10-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,female,xrusi_arapoglou
αραπογλου ανεστη χρυση,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,female,xrusi_arapoglou
αραπογλου ανεστη χρυση,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,female,xrusi_arapoglou
αραπογλου ανεστη χρυση,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,female,xrusi_arapoglou
παπαδημητριου θεοδωρου γεσθημανη (μανια),2014-05-05,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,female,gesthimani_papadimitriou
παπαδημουλης χριστοδουλου δημητριος,2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,dimitrios_papadimoulis
παπαδημουλης χριστοδουλου δημητριος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,dimitrios_papadimoulis
παπαδημουλης χριστοδουλου δημητριος,2012-06-17,2014-05-02,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,dimitrios_papadimoulis
παπαδογγονας διονυσιου αλεξανδρος,1989-01-01,1989-06-02,νεα δημοκρατια,α' αθηνων,male,alexandros_papadoggonas
παπαδογγονας διονυσιου αλεξανδρος,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων,male,alexandros_papadoggonas
παπαδογγονας διονυσιου αλεξανδρος,1990-04-08,1993-09-11,νεα δημοκρατια,α' αθηνων,male,alexandros_papadoggonas
παπαδογγονας διονυσιου αλεξανδρος,1993-10-10,1996-08-24,νεα δημοκρατια,α' αθηνων,male,alexandros_papadoggonas
παπαδογγονας διονυσιου αλεξανδρος,1996-09-22,2000-03-14,νεα δημοκρατια,α' αθηνων,male,alexandros_papadoggonas
παπαδοπουλος αποστολου αθανασιος (σακης),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων,male,athanasios_papadopoulos
παπαδοπουλος αποστολου αθανασιος (σακης),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων,male,athanasios_papadopoulos
παπαδοπουλος αποστολου αθανασιος (σακης),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων,male,athanasios_papadopoulos
παπαδοπουλος αβρααμ νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,λαρισας,male,nikolaos_papadopoulos
παπαδοπουλος αλεξανδρου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,εβρου,male,ioannis_papadopoulos
παπαδοπουλος γεωργιου μιχαλης,2000-04-09,2004-02-11,νεα δημοκρατια,κοζανης,male,mixalis_papadopoulos
παπαδοπουλος γεωργιου μιχαλης,2004-03-07,2007-08-18,νεα δημοκρατια,κοζανης,male,mixalis_papadopoulos
παπαδοπουλος γεωργιου μιχαλης,2007-09-16,2009-09-07,νεα δημοκρατια,κοζανης,male,mixalis_papadopoulos
παπαδοπουλος γεωργιου μιχαλης,2009-10-04,2012-04-11,νεα δημοκρατια,κοζανης,male,mixalis_papadopoulos
παπαδοπουλος γεωργιου μιχαλης,2012-06-17,2014-12-31,νεα δημοκρατια,κοζανης,male,mixalis_papadopoulos
παπαδοπουλος γεωργιου μιχαλης,2019-07-07,2023-04-22,νεα δημοκρατια,κοζανης,male,mixalis_papadopoulos
παπαδοπουλος γεωργιου μιχαλης,2023-06-25,2023-11-13,νεα δημοκρατια,κοζανης,male,mixalis_papadopoulos
αραπογλου διαμαντη δημητρα,2007-09-16,2009-09-07,λαικος ορθοδοξος συναγερμος,β' πειραιως,female,dimitra_arapoglou
παπαδοπουλος δημητριου νικολαος,2023-06-25,2023-11-13,δημοκρατικο πατριωτικο κινημα νικη,β' θεσσαλονικης,male,nikolaos_papadopoulos
παπαδοπουλος ιωαννη αθανασιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας,male,athanasios_papadopoulos
παπαδοπουλος ιωαννη ευγενιος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,πιεριας,male,eugenios_papadopoulos
παπαδοπουλος ιωαννη σταυρος,1996-09-22,2000-03-14,νεα δημοκρατια,δραμας,male,stauros_papadopoulos
παπαδοπουλος ιωαννη σταυρος,2000-04-09,2004-02-11,νεα δημοκρατια,δραμας,male,stauros_papadopoulos
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male,alexandros_papadopoulos
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male,alexandros_papadopoulos
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male,alexandros_papadopoulos
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male,alexandros_papadopoulos
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male,alexandros_papadopoulos
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male,alexandros_papadopoulos
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,alexandros_papadopoulos
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,alexandros_papadopoulos
παπαδοπουλος κωνσταντινου χριστοφορος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,xristoforos_papadopoulos
παπαζωη αλεξανδρου ελισαβετ,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,female,elisabet_papazoi
