member_name,role,role_start_date,role_end_date,gender,name
δημητριος μανικας,υπουργος δημοσιας ταξης,14/09/1993,13/10/1993,male,dimitrios_manikas
δημητριος μαρδας,αναπληρωτης υπουργος οικονομικων,27/01/2015,27/08/2015,male,dimitrios_mardas
δημητριος μαρδας,υφυπουργος εξωτερικων,24/09/2015,05/11/2016,male,dimitrios_mardas
δημητριος μελας,αναπληρωτης υπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,28/08/2015,21/09/2015,male,dimitrios_melas
δημητριος μουστακας,υπουργος εργασιας κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,28/08/2015,21/09/2015,male,dimitrios_moustakas
δημητριος μπαξεβανακης,υφυπουργος παιδειας ερευνας και θρησκευματων,05/11/2016,29/08/2018,male,dimitrios_mpaxebanakis
δημητριος οικονομου,υφυπουργος περιβαλλοντος και ενεργειας,09/07/2019,05/01/2021,male,dimitrios_oikonomou
δημητριος παπαγγελοπουλος,υφυπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,21/03/2015,27/08/2015,male,dimitrios_papaggelopoulos
δημητριος παπαγγελοπουλος,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,28/08/2015,21/09/2015,male,dimitrios_papaggelopoulos
δημητριος παπαγγελοπουλος,αναπληρωτης υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,23/09/2015,09/07/2019,male,dimitrios_papaggelopoulos
δημητριος ρεππας,υπουργος τυπου και μεσων μαζικης ενημερωσης,22/01/1996,30/08/1996,male,dimitrios_reppas
δημητριος ρεππας,υπουργος τυπου και μεσων μαζικης ενημερωσης,25/09/1996,20/03/2000,male,dimitrios_reppas
δημητριος ρεππας,υπουργος τυπου και μεσων μαζικης ενημερωσης,13/04/2000,24/10/2001,male,dimitrios_reppas
δημητριος ρεππας,υπουργος εργασιας και κοινωνικων ασφαλισεων,24/10/2001,10/03/2004,male,dimitrios_reppas
δημητριος ρεππας,υπουργος υποδομων μεταφορων και δικτυων,07/10/2009,17/06/2011,male,dimitrios_reppas
δημητριος ρεππας,υπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,27/06/2011,11/11/2011,male,dimitrios_reppas
δημητριος ρεππας,υπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,11/11/2011,17/05/2012,male,dimitrios_reppas
δημητριος σαρρης,υφυπουργος μεταφορων και επικοινωνιων,15/09/1995,22/01/1996,male,dimitrios_sarris
δημητριος σιουφας,υπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,03/12/1992,13/10/1993,male,dimitrios_sioufas
δημητριος σιουφας,υφυπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,08/08/1991,03/12/1992,male,dimitrios_sioufas
δημητριος σιουφας,υπουργος αναπτυξης,10/03/2004,19/09/2007,male,dimitrios_sioufas
δημητριος σταματης,υπουργος επικρατειας,21/06/2012,27/01/2015,male,dimitrios_stamatis
δημητριος στρατουλης,αναπληρωτης υπουργος εργασιας κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,21/03/2015,18/07/2015,male,dimitrios_stratoulis
δημητριος στρατουλης,αναπληρωτης υπουργος υγειας και κοινωνικων ασφαλισεων,27/01/2015,21/03/2015,male,dimitrios_stratoulis
δημητριος σωτηρλης,υφυπουργος γεωργιας,25/09/1996,30/10/1998,male,dimitrios_sotirlis
δημητριος τζανακοπουλος,υπουργος επικρατειας,05/11/2016,09/07/2019,male,dimitrios_tzanakopoulos
δημητριος φατουρος,υπουργος εθνικης παιδειας και θρησκευματων,13/10/1993,08/07/1994,male,dimitrios_fatouros
δημος παπαδημητριου,υπουργος οικονομιας και αναπτυξης,05/11/2016,27/02/2018,male,dimos_papadimitriou
διονυσιος λιβανος,υπουργος τουρισμου,22/11/1993,23/06/1995,male,dionusios_libanos
δομνα-μαρια μιχαηλιδου,υφυπουργος εργασιας και κοινωνικων υποθεσεων,09/07/2019,26/05/2023,female,domna-maria_mixailidou
εκτορας νασιωκας,υφυπουργος υγειας και προνοιας,24/10/2001,10/03/2004,male,ektoras_nasiokas
ελενα κουντουρα,αναπληρωτης υπουργος οικονομιας υποδομων ναυτιλιας και τουρισμου,27/01/2015,27/08/2015,female,elena_kountoura
ελενα κουντουρα,αναπληρωτης υπουργος οικονομιας αναπτυξης και τουρισμου,23/09/2015,05/11/2016,female,elena_kountoura
ελενα κουντουρα,υπουργος τουρισμου,05/11/2016,04/05/2019,female,elena_kountoura
ελενη κουρκουλα,υφυπουργος εθνικης παιδειας και θρησκευματων,24/10/2001,07/07/2003,female,eleni_kourkoula
ελενη λουρη,υπουργος αναπτυξης και επενδυσεων,26/05/2023,07/06/2023,female,eleni_louri
ελενη στεφανου,υφυπουργος εθνικης παιδειας και θρησκευματων,13/10/1993,15/09/1995,female,eleni_stefanou
ελενη-μαρια αποστολακη,υφυπουργος αναπτυξης,13/04/2000,24/10/2001,female,eleni-maria_apostolaki
ελενη-μαρια αποστολακη,υφυπουργος αγροτικης αναπτυξης και τροφιμων,07/09/2010,17/06/2011,female,eleni-maria_apostolaki
ελευθερια χατζηγεωργιου,υφυπουργος εσωτερικων,15/02/2019,09/07/2019,female,eleutheria_xatzigeorgiou
ελευθεριος αυγενακης,υφυπουργος πολιτισμου και αθλητισμου,09/07/2019,26/05/2023,male,eleutherios_augenakis
ελευθεριος κρετσος,υφυπουργος ψηφιακης πολιτικης τηλεπικοινωνιων και ενημερωσης,29/08/2018,09/07/2019,male,eleutherios_kretsos
ελευθεριος οικονομου,υφυπουργος προστασιας του πολιτη,07/03/2012,17/05/2012,male,eleutherios_oikonomou
ελευθεριος οικονομου,υπουργος προστασιας του πολιτη,17/05/2012,21/06/2012,male,eleutherios_oikonomou
ελευθεριος οικονομου,υφυπουργος προστασιας του πολιτη,09/07/2019,26/05/2023,male,eleutherios_oikonomou
ελευθεριος παπαγεωργοπουλος,υπουργος επικρατειας,28/08/2015,21/09/2015,male,eleutherios_papageorgopoulos
ελευθεριος τζιολας,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,24/10/2001,10/03/2004,male,eleutherios_tziolas
ελισαβετ παπαζωη,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,13/10/1993,22/01/1996,female,elisabet_papazoi
ελισαβετ παπαζωη,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,22/01/1996,25/09/1996,female,elisabet_papazoi
ελισαβετ παπαζωη,υπουργος αιγαιου,25/09/1996,19/02/1999,female,elisabet_papazoi
ελισαβετ παπαζωη,υπουργος πολιτισμου,19/02/1999,13/04/2000,female,elisabet_papazoi
ελισαβετ παπαζωη,αναπληρωτης υπουργος εξωτερικων,13/04/2000,24/10/2001,female,elisabet_papazoi
ελπιδα τσουρη,υφυπουργος υγειας και προνοιας,24/10/2001,10/03/2004,female,elpida_tsouri
ελπιδα τσουρη,υφυπουργος θαλασσιων υποθεσεων νησων και αλιειας,30/09/2010,27/06/2011,female,elpida_tsouri
εμμανουηλ κεφαλογιαννης,υπουργος χωρις χαρτοφυλακιο,02/07/1989,12/10/1989,male,emmanouil_kefalogiannis
εμμανουηλ κεφαλογιαννης,υπουργος αιγαιου,02/07/1989,12/10/1989,male,emmanouil_kefalogiannis
εμμανουηλ κεφαλογιαννης,υπουργος εμπορικης ναυτιλιας,10/03/2004,19/09/2007,male,emmanouil_kefalogiannis
εμμανουηλ κονσολας,υφυπουργος τουρισμου,09/07/2019,05/01/2021,male,emmanouil_konsolas
εμμανουηλ λουκακης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,22/01/1996,25/09/1996,male,emmanouil_loukakis
εμμανουηλ λουκακης,υφυπουργος μεταφορων και επικοινωνιων,25/09/1996,30/10/1998,male,emmanouil_loukakis
εμμανουηλ μπεντενιωτης,υφυπουργος εθνικης αμυνας,22/11/1993,22/01/1996,male,emmanouil_mpenteniotis
εμμανουηλ μπεντενιωτης,υφυπουργος εθνικης οικονομιας,22/01/1996,25/09/1996,male,emmanouil_mpenteniotis
εμμανουηλ οθωνας,υφυπουργος προστασιας του πολιτη,07/09/2010,11/11/2011,male,emmanouil_othonas
εμμανουηλ οθωνας,υφυπουργος προστασιας του πολιτη,11/11/2011,17/05/2012,male,emmanouil_othonas
εμμανουηλ σκουλακης,υφυπουργος υγειας και προνοιας,15/09/1995,22/01/1996,male,emmanouil_skoulakis
εμμανουηλ σκουλακης,υφυπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,13/10/1993,15/09/1995,male,emmanouil_skoulakis
εμμανουηλ σκουλακης,υφυπουργος υγειας και προνοιας,25/09/1996,30/10/1998,male,emmanouil_skoulakis
εμμανουηλ στρατακης,υφυπουργος μεταφορων και επικοινωνιων,30/08/2002,10/03/2004,male,emmanouil_stratakis
ευαγγελος αποστολακης,υπουργος εθνικης αμυνας,14/01/2019,09/07/2019,male,euaggelos_apostolakis
ευαγγελος αποστολου,αναπληρωτης υπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,27/01/2015,27/08/2015,male,euaggelos_apostolou
ευαγγελος αποστολου,υπουργος αγροτικης αναπτυξης και τροφιμων,23/09/2015,29/08/2018,male,euaggelos_apostolou
ευαγγελος αργυρης,υφυπουργος γεωργιας,13/04/2000,10/03/2004,male,euaggelos_arguris
ευαγγελος βενιζελος,υφυπουργος προεδριας της κυβερνησης,13/10/1993,08/07/1994,male,euaggelos_benizelos
ευαγγελος βενιζελος,υπουργος μεταφορων και επικοινωνιων,15/09/1995,22/01/1996,male,euaggelos_benizelos
ευαγγελος βενιζελος,υπουργος τυπου και μεσων μαζικης ενημερωσης,08/07/1994,15/09/1995,male,euaggelos_benizelos
ευαγγελος βενιζελος,υπουργος δικαιοσυνης,22/01/1996,30/08/1996,male,euaggelos_benizelos
ευαγγελος βενιζελος,υπουργος πολιτισμου,25/09/1996,19/02/1999,male,euaggelos_benizelos
ευαγγελος βενιζελος,υπουργος αναπτυξης,19/02/1999,13/04/2000,male,euaggelos_benizelos
ευαγγελος βενιζελος,υπουργος πολιτισμου,20/11/2000,10/03/2004,male,euaggelos_benizelos
ευαγγελος βενιζελος,αντιπροεδρος της κυβερνησης,17/06/2011,11/11/2011,male,euaggelos_benizelos
ευαγγελος βενιζελος,υπουργος οικονομικων,17/06/2011,11/11/2011,male,euaggelos_benizelos
ευαγγελος βενιζελος,υπουργος εθνικης αμυνας,07/10/2009,17/06/2011,male,euaggelos_benizelos
ευαγγελος βενιζελος,αντιπροεδρος της κυβερνησης,11/11/2011,21/03/2012,male,euaggelos_benizelos
ευαγγελος βενιζελος,υπουργος οικονομικων,11/11/2011,21/03/2012,male,euaggelos_benizelos
ευαγγελος βενιζελος,αντιπροεδρος της κυβερνησης,25/06/2013,27/01/2015,male,euaggelos_benizelos
ευαγγελος βενιζελος,υπουργος εξωτερικων,25/06/2013,27/01/2015,male,euaggelos_benizelos
ευαγγελος γιαννοπουλος,υπουργος εργασιας,13/10/1993,08/07/1994,male,euaggelos_giannopoulos
ευαγγελος γιαννοπουλος,υπουργος εργασιας και κοινωνικων ασφαλισεων,22/01/1996,25/09/1996,male,euaggelos_giannopoulos
ευαγγελος γιαννοπουλος,υπουργος δικαιοςυνης,25/09/1996,20/03/2000,male,euaggelos_giannopoulos
ευαγγελος λιβιερατος,υπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,21/06/2012,25/06/2013,male,euaggelos_libieratos
ευαγγελος μαλεσιος,υφυπουργος δημοσιας ταξης,24/10/2001,15/04/2003,male,euaggelos_malesios
ευαγγελος μειμαρακης,υφυπουργος πολιτισμου,03/12/1992,13/10/1993,male,euaggelos_meimarakis
ευαγγελος μπασιακος,υφυπουργος γεωργιας,03/12/1992,13/10/1993,male,euaggelos_mpasiakos
ευαγγελος μπασιακος,υφυπουργος αγροτικης αναπτυξης και τροφιμων,10/03/2004,23/09/2004,male,euaggelos_mpasiakos
ευαγγελος μπασιακος,υπουργος αγροτικης αναπτυξης και τροφιμων,23/09/2004,19/09/2007,male,euaggelos_mpasiakos
ευαγγελος συριγου,υφυπουργος παιδειας και θρησκευματων,05/01/2021,26/05/2023,male,euaggelos_surigou
ευαγγελος τουρνας,υφυπουργος κλιματικης κρισης και πολιτικης προστασιας,06/09/2021,26/05/2023,male,euaggelos_tournas
