member_name,member_start_date,member_end_date,political_party,administrative_region,gender
αραπογλου ανεστη χρυση,2000-04-09,2000-10-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,female
αραπογλου ανεστη χρυση,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,female
αραπογλου ανεστη χρυση,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,female
αραπογλου ανεστη χρυση,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,female
παπαδημητριου θεοδωρου γεσθημανη (μανια),2014-05-05,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,female
παπαδημουλης χριστοδουλου δημητριος,2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
παπαδημουλης χριστοδουλου δημητριος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
παπαδημουλης χριστοδουλου δημητριος,2012-06-17,2014-05-02,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
παπαδογγονας διονυσιου αλεξανδρος,1989-01-01,1989-06-02,νεα δημοκρατια,α' αθηνων,male
παπαδογγονας διονυσιου αλεξανδρος,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων,male
παπαδογγονας διονυσιου αλεξανδρος,1990-04-08,1993-09-11,νεα δημοκρατια,α' αθηνων,male
παπαδογγονας διονυσιου αλεξανδρος,1993-10-10,1996-08-24,νεα δημοκρατια,α' αθηνων,male
παπαδογγονας διονυσιου αλεξανδρος,1996-09-22,2000-03-14,νεα δημοκρατια,α' αθηνων,male
παπαδοπουλος αποστολου αθανασιος (σακης),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων,male
παπαδοπουλος αποστολου αθανασιος (σακης),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων,male
παπαδοπουλος αποστολου αθανασιος (σακης),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων,male
παπαδοπουλος αβρααμ νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,λαρισας,male
παπαδοπουλος αλεξανδρου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,εβρου,male
παπαδοπουλος γεωργιου μιχαλης,2000-04-09,2004-02-11,νεα δημοκρατια,κοζανης,male
παπαδοπουλος γεωργιου μιχαλης,2004-03-07,2007-08-18,νεα δημοκρατια,κοζανης,male
παπαδοπουλος γεωργιου μιχαλης,2007-09-16,2009-09-07,νεα δημοκρατια,κοζανης,male
παπαδοπουλος γεωργιου μιχαλης,2009-10-04,2012-04-11,νεα δημοκρατια,κοζανης,male
παπαδοπουλος γεωργιου μιχαλης,2012-06-17,2014-12-31,νεα δημοκρατια,κοζανης,male
παπαδοπουλος γεωργιου μιχαλης,2019-07-07,2023-04-22,νεα δημοκρατια,κοζανης,male
παπαδοπουλος γεωργιου μιχαλης,2023-06-25,2023-11-13,νεα δημοκρατια,κοζανης,male
αραπογλου διαμαντη δημητρα,2007-09-16,2009-09-07,λαικος ορθοδοξος συναγερμος,β' πειραιως,female
παπαδοπουλος δημητριου νικολαος,2023-06-25,2023-11-13,δημοκρατικο πατριωτικο κινημα νικη,β' θεσσαλονικης,male
παπαδοπουλος ιωαννη αθανασιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας,male
παπαδοπουλος ιωαννη ευγενιος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,πιεριας,male
παπαδοπουλος ιωαννη σταυρος,1996-09-22,2000-03-14,νεα δημοκρατια,δραμας,male
παπαδοπουλος ιωαννη σταυρος,2000-04-09,2004-02-11,νεα δημοκρατια,δραμας,male
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,θεσπρωτιας,male
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
παπαδοπουλος κωνσταντινου αλεξανδρος (αλεκος),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
παπαδοπουλος κωνσταντινου χριστοφορος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
παπαζωη αλεξανδρου ελισαβετ,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,female
παπαζωη αλεξανδρου ελισαβετ,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,female
παπαζωη αλεξανδρου ελισαβετ,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,female
παπαζωη αλεξανδρου ελισαβετ,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,female
παπαζωη αλεξανδρου ελισαβετ,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,female
αραχωβιτης γεωργιου σταυρος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,λακωνιας,male
αραχωβιτης γεωργιου σταυρος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,λακωνιας,male
αραχωβιτης γεωργιου σταυρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,λακωνιας,male
αραχωβιτης γεωργιου σταυρος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,λακωνιας,male
παπαηλιας νικολαου ηλιας,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο),male
παπαηλιας νικολαου ηλιας,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο),male
παπαηλιας νικολαου ηλιας,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο),male
παπαηλιας νικολαου ηλιας,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο),male
παπαηλιας νικολαου ηλιας,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο),male
παπαηλιας νικολαου ηλιας,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο),male
παπαηλιας νικολαου ηλιας,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο),male
παπαηλιας νικολαου ηλιας,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο),male
παπαηλιου ηλια γεωργιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,αρκαδιας,male
παπαηλιου ηλια γεωργιος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,αρκαδιας,male
παπαηλιου ηλια γεωργιος,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,αρκαδιας,male
παπαηλιου ηλια γεωργιος,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,αρκαδιας,male
παπαθαναση κωνσταντινου αφροδιτη,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,φωκιδας,female
παπαθανασης δαμιανου αθανασιος,2023-05-21,2023-05-29,νεα δημοκρατια,αιτωλοακαρνανιας,male
παπαθανασης δαμιανου αθανασιος,2023-06-25,2023-11-13,νεα δημοκρατια,αιτωλοακαρνανιας,male
παπαθανασης χρηστου νικολαος (νικος),2023-05-21,2023-05-29,νεα δημοκρατια,β1' βορειου τομεα αθηνων,male
παπαθανασης χρηστου νικολαος (νικος),2023-06-25,2023-11-13,νεα δημοκρατια,β1' βορειου τομεα αθηνων,male
παπαθανασιου δημητριου γιαννης,2000-04-09,2004-02-11,νεα δημοκρατια,επικρατειας,male
παπαθανασιου δημητριου γιαννης,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων,male
παπαθανασιου δημητριου γιαννης,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων,male
παπαθανασιου δημητριου γιαννης,2009-10-04,2012-04-11,νεα δημοκρατια,β' αθηνων,male
παπαθανασιου δημητριου γιαννης,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων,male
παπαθεμελης μιχαηλ στυλιανος-αγγελος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
παπαθεμελης μιχαηλ στυλιανος-αγγελος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
παπαθεμελης μιχαηλ στυλιανος-αγγελος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
