member_name,member_start_date,member_end_date,political_party,administrative_region
δριβελεγκας κωνσταντινου ιωαννης,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης
δριβελεγκας κωνσταντινου ιωαννης,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης
δριβελεγκας κωνσταντινου ιωαννης,2015-01-25,2015-08-28,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης
δριτσας παναγιωτη θεοδωρος,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως
δριτσας παναγιωτη θεοδωρος,2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως
δριτσας παναγιωτη θεοδωρος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως
δριτσας παναγιωτη θεοδωρος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως
δριτσας παναγιωτη θεοδωρος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως
δριτσας παναγιωτη θεοδωρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως
δριτσας παναγιωτη θεοδωρος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως
δριτσελη ιωαννη παναγιωτα,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων
δριτσελη ιωαννη παναγιωτα,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων
δριτσελη ιωαννη παναγιωτα,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων
δροσογιαννης δημητριου αντωνιος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας
δροσογιαννης δημητριου αντωνιος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας
δροσογιαννης δημητριου αντωνιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας
δροσογιαννης δημητριου αντωνιος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας
δροσογιαννης δημητριου αντωνιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας
δρυς γερασιμου γεωργιος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,κερκυρας
δρυς γερασιμου γεωργιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,κερκυρας
δρυς γερασιμου γεωργιος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,κερκυρας
δρυς γερασιμου γεωργιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,κερκυρας
δρυς γερασιμου γεωργιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κερκυρας
δρυς γερασιμου γεωργιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κερκυρας
εβερτ αγγελου μιλτιαδης,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων
εβερτ αγγελου μιλτιαδης,1989-11-05,1990-03-12,νεα δημοκρατια,α' αθηνων
εβερτ αγγελου μιλτιαδης,1990-04-08,1993-09-11,νεα δημοκρατια,α' αθηνων
εβερτ αγγελου μιλτιαδης,1993-10-10,1996-08-24,νεα δημοκρατια,α' αθηνων
εβερτ αγγελου μιλτιαδης,1996-09-22,2000-03-14,νεα δημοκρατια,α' θεσσαλονικης
εβερτ αγγελου μιλτιαδης,2000-04-09,2004-02-11,νεα δημοκρατια,επικρατειας
εβερτ αγγελου μιλτιαδης,2004-03-07,2007-08-18,νεα δημοκρατια,επικρατειας
εβερτ αγγελου μιλτιαδης,2007-09-16,2009-09-07,νεα δημοκρατια,επικρατειας
ελευθεριαδου παυλου σουλτανα (τανια),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,καβαλας
ελευθεριαδου παυλου σουλτανα (τανια),2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,καβαλας
εμινιδης κωνσταντινου σαββας,2005-11-29,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,καβαλας
εμινιδης κωνσταντινου σαββας,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,καβαλας
εμμανουηλιδης ιωαννη δημητριος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,καβαλας
εμμανουηλιδης ιωαννη δημητριος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,καβαλας
εμμανουηλιδης ιωαννη δημητριος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,καβαλας
εξαδακτυλος αθανασιου ανδρεας,1989-06-18,1989-10-12,νεα δημοκρατια,β' θεσσαλονικης
εξαδακτυλος αθανασιου ανδρεας,1989-11-05,1990-03-12,νεα δημοκρατια,β' θεσσαλονικης
εξαρχος θεοδωρου βασιλειος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,λαρισας
εξαρχος θεοδωρου βασιλειος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,λαρισας
εξαρχος θεοδωρου βασιλειος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας
εξαρχος θεοφανη νικολαος (πακος),2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,ιωαννινων
εξαρχος θεοφανη νικολαος(πακος),2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,ιωαννινων
αλαμπανος νικολαου δημητριος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας
αλαμπανος νικολαου δημητριος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας
αλαμπανος νικολαου δημητριος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας
αλαμπανος νικολαου δημητριος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας
αλαμπανος νικολαου δημητριος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας
αλαμπανος νικολαου δημητριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας
ευθυμιου δημητριου πετρος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
ευθυμιου δημητριου πετρος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
ευθυμιου δημητριου πετρος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
ευθυμιου ταξιαρχη αννα,2019-07-07,2023-04-22,νεα δημοκρατια,α' θεσσαλονικης
ευθυμιου ταξιαρχη αννα,2023-05-21,2023-05-29,νεα δημοκρατια,α' θεσσαλονικης
ευμοιριδης γεωργιου κωνσταντινος,1989-01-01,1989-06-02,νεα δημοκρατια,δραμας
ευμοιριδης γεωργιου κωνσταντινος,1989-06-18,1989-10-12,νεα δημοκρατια,δραμας
ευμοιριδης γεωργιου κωνσταντινος,1989-11-05,1990-03-12,νεα δημοκρατια,δραμας
ευμοιριδης γεωργιου κωνσταντινος,1993-10-10,1996-08-24,νεα δημοκρατια,δραμας
ευμοιριδης γεωργιου κωνσταντινος,1996-09-22,1998-12-18,νεα δημοκρατια,δραμας
ευστρατιαδης μιλτιαδη αγαμεμνων,1989-01-01,1989-06-02,νεα δημοκρατια,λαρισας
ευστρατιαδης μιλτιαδη αγαμεμνων,1989-06-18,1989-10-12,νεα δημοκρατια,λαρισας
αλεξανδρης βασιλειου ευσταθιος (σταθης),1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,φωκιδας
εφραιμογλου δημητριου λαζαρος,1989-11-05,1990-03-12,νεα δημοκρατια,α' αθηνων
εφραιμογλου δημητριου λαζαρος,1990-04-08,1993-09-11,νεα δημοκρατια,α' αθηνων
ζαγοριτης γερασιμου ελευθεριος (λευτερης),2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων
ζαγοριτης γερασιμου ελευθεριος (λευτερης),2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων
ζαιμης φωκιωνος ανδρεας,1989-01-01,1989-06-02,νεα δημοκρατια,αχαιας
ζαιμης φωκιωνος ανδρεας,1989-06-18,1989-10-12,νεα δημοκρατια,αχαιας
ζαιμης φωκιωνος ανδρεας,1989-11-05,1990-03-12,νεα δημοκρατια,αχαιας
ζακολικος χρηστου παυσανιας,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας
ζακολικος χρηστου παυσανιας,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας
ζακολικος χρηστου παυσανιας,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας
ζακολικος χρηστου παυσανιας,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας
ζακολικος χρηστου παυσανιας,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας
ζαμπαρας γεωργιου μιλτιαδης (μιλτος),2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,αιτωλοακαρνανιας
ζαμπουνιδης δημητριου νικολαος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,εβρου
ζαμπουνιδης δημητριου νικολαος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,εβρου
ζαμπουνιδης δημητριου νικολαος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,εβρου
ζαμπουνιδης δημητριου νικολαος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,εβρου
ζαμπουνιδης δημητριου νικολαος,2000-04-09,2003-01-08,πανελληνιο σοσιαλιστικο κινημα,εβρου
ζαννας γρηγοριου ζησης,2015-08-21,2015-08-28,λαικη ενοτητα,πιεριας
ζαννας γρηγοριου ζησης,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,πιεριας
αβραμακης αντωνιου ελευθεριος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,σερρων
αλεξανδριδου νικολαου ραχηλ,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,πελλης
ζαρουλια βασιλειου ελενη,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,β' αθηνων
ζαρουλια βασιλειου ελενη,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,β' αθηνων
ζαρουλια βασιλειου ελενη,2015-01-25,2015-08-28,λαικος συνδεσμος - χρυση αυγη,β' αθηνων
ζαρουλια βασιλειου ελενη,2015-09-20,2019-06-11,λαικος συνδεσμος - χρυση αυγη,β' αθηνων
ζαφειροπουλος γεωργιου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ηλειας
ζαφειροπουλος γεωργιου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ηλειας
ζαφειροπουλος γεωργιου ιωαννης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ηλειας
ζαφειροπουλος μιχαηλ επαμεινωνδας,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων
ζαφειροπουλος μιχαηλ επαμεινωνδας,1990-09-06,1993-09-11,νεα δημοκρατια,α' αθηνων
ζαφειροπουλος μιχαηλ επαμεινωνδας,1993-10-10,1996-08-24,νεα δημοκρατια,α' αθηνων
ζαφειροπουλος μιχαηλ επαμεινωνδας,1996-09-22,2000-03-14,νεα δημοκρατια,α' αθηνων
ζαχαρακη ηλια σοφια,2023-05-21,2023-05-29,νεα δημοκρατια,α' ανατολικης αττικης
ζαχαρακης θεοδωρου κωνσταντινος,1989-06-18,1989-10-12,νεα δημοκρατια,β' θεσσαλονικης
ζαχαρακης θεοδωρου κωνσταντινος,1990-04-08,1993-09-11,νεα δημοκρατια,β' θεσσαλονικης
ζαχαρακης θεοδωρου κωνσταντινος,2004-03-07,2005-05-09,νεα δημοκρατια,β' θεσσαλονικης
ζαχαριαδης εμμανουηλ κωνσταντινος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,β1' βορειου τομεα αθηνων
ζαχαριας παναγιωτη κωνσταντινος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,αρκαδιας
ζαχαριας παναγιωτη κωνσταντινος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,αρκαδιας
ζαχαριας παναγιωτη κωνσταντινος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αρκαδιας
ζειμπεκ χασαν χουσειν,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,ξανθης
ζειμπεκ χασαν χουσειν,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,ξανθης
ζειμπεκ χασαν χουσειν,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ξανθης
ζειμπεκ χασαν χουσειν,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ξανθης
ζειμπεκ χασαν χουσειν,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,ξανθης
ζειμπεκ χασαν χουσειν,2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,ξανθης
αλεξανδριδου παυλου βασιλικη,2011-06-17,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας
ζεμπιλης γεωργιου αθανασιος,2019-07-07,2023-04-22,νεα δημοκρατια,ευβοιας
ζεμπιλης γεωργιου αθανασιος,2023-05-21,2023-05-29,νεα δημοκρατια,ευβοιας
ζερβος ιωαννη κλεανθης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου
ζερδελης χριστοφορου ιωαννης,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,λεσβου
ζερδελης χριστοφορου ιωαννης,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,λεσβου
ζερδελης χριστοφορου ιωαννης,2015-08-21,2015-08-28,λαικη ενοτητα,λεσβου
ζερδελης χριστοφορου ιωαννης,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,λεσβου
ζηση αθανασιου ροδουλα,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας
ζηση αθανασιου ροδουλα,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας
ζηση αθανασιου ροδουλα,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας
ζηση αθανασιου ροδουλα,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας
ζηση αθανασιου ροδουλα,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας
ζηση αθανασιου ροδουλα,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας
ζησιμοπουλος παναγιωτη πολυβιος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,β' θεσσαλονικης
ζησιμοπουλος παναγιωτη πολυβιος,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,β' θεσσαλονικης
ζιαγκας δημητριου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
ζιαγκας δημητριου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
ζιαγκας δημητριου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
ζιαγκας δημητριου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
ζιαγκας δημητριου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
ζιγδης γεωργιου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
ζιωγας ηλια ιωαννης,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,α' θεσσαλονικης
ζιωγας ηλια ιωαννης,2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,α' θεσσαλονικης
ζιωγας ηλια ιωαννης,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,α' θεσσαλονικης
ζουνη λαμπρου παναγιωτα (πεμη),2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
αλεξιαδης ζαφειριου τρυφων,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως
ζουραρης γεωργιου κωνσταντινος,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,α' θεσσαλονικης
ζουραρης γεωργιου κωνσταντινος,2019-02-08,2019-06-11,ανεξαρτητοι (εκτος κομματος),α' θεσσαλονικης
ζουραρης γεωργιου κωνσταντινος,2015-09-20,2019-02-07,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,α' θεσσαλονικης
ζουραρης γεωργιου κωνσταντινος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης
ζωης κωνσταντινου χρηστος,2000-04-09,2004-02-11,νεα δημοκρατια,λαρισας
ζωης κωνσταντινου χρηστος,2004-03-07,2007-08-18,νεα δημοκρατια,λαρισας
ζωης κωνσταντινου χρηστος,2007-09-16,2009-09-07,νεα δημοκρατια,λαρισας
ζωης κωνσταντινου χρηστος,2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,λαρισας
ζωης κωνσταντινου χρηστος,2012-02-12,2012-04-02,ανεξαρτητοι (εκτος κομματος),λαρισας
ζωης κωνσταντινου χρηστος,2009-10-04,2012-02-11,νεα δημοκρατια,λαρισας
ζωης κωνσταντινου χρηστος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,λαρισας
ζωιδης ηλια νικολαος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου
ζωιδης ηλια νικολαος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου
ηγουμενιδης εμμανουηλ νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου
ηγουμενιδης εμμανουηλ νικολαος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου
ηλιαδης σταυρου νικολαος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,σερρων
ηλιοπουλος κωνσταντινου αθανασιος (νασος),2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,α' αθηνων
ηλιοπουλος κωνσταντινου παναγιωτης,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,μαγνησιας
ηλιοπουλος κωνσταντινου παναγιωτης,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,μαγνησιας
ηλιοπουλος κωνσταντινου παναγιωτης,2015-09-20,2019-06-11,λαικος συνδεσμος - χρυση αυγη,μαγνησιας
ηλιοπουλος σταυρου οθων,2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,επικρατειας
ησυχος νικολαου κωνσταντινος-ηρακλης,2015-08-21,2015-08-28,λαικη ενοτητα,β' αθηνων
ησυχος νικολαου κωνσταντινος-ηρακλης,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
θαλασσινος πετρου θαλασσινος,2004-03-07,2007-08-18,νεα δημοκρατια,σαμου
θαλασσινος πετρου θαλασσινος,2007-09-16,2009-09-07,νεα δημοκρατια,σαμου
θανος ιωαννη δημητριος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,φωκιδας
θανος ιωαννη δημητριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,φωκιδας
θελεριτη παναγιωτη μαρια,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,κορινθιας
θελεριτη παναγιωτη μαρια,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,κορινθιας
θελεριτη παναγιωτη μαρια,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,κορινθιας
θεοδωρακης γεωργιου μιχαηλ (μικης),1989-11-05,1990-03-12,νεα δημοκρατια,επικρατειας
θεοδωρακης γεωργιου μιχαηλ (μικης),1992-10-12,1993-03-09,ανεξαρτητοι (εκτος κομματος),επικρατειας
θεοδωρακης γεωργιου μιχαηλ (μικης),1990-04-08,1992-10-11,νεα δημοκρατια,επικρατειας
θεοδωρακης νικολαου γρηγοριος,2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,αιτωλοακαρνανιας
θεοδωρακης παναγιωτη σταυρος,2015-01-25,2015-08-28,το ποταμι,χανιων
θεοδωρακης παναγιωτη σταυρος,2019-05-07,2019-06-11,το ποταμι,α' θεσσαλονικης
θεοδωρακης παναγιωτη σταυρος,2019-01-21,2019-05-06,ανεξαρτητοι (εκτος κομματος),α' θεσσαλονικης
θεοδωρακης παναγιωτη σταυρος,2015-09-20,2019-01-20,το ποταμι,α' θεσσαλονικης
θεοδωριδης ιωαννη ηλιας,2012-03-26,2012-04-11,δημοκρατικη αριστερα,πελλης
θεοδωριδης ιωαννη ηλιας,2012-02-12,2012-03-25,ανεξαρτητοι (εκτος κομματος),πελλης
θεοδωριδης ιωαννη ηλιας,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,πελλης
θεοδωρικακος δημητριου παναγιωτης (τακης),2019-07-07,2023-04-22,νεα δημοκρατια,επικρατειας
θεοδωρικακος δημητριου παναγιωτης (τακης),2023-05-21,2023-05-29,νεα δημοκρατια,β3' νοτιου τομεα αθηνων
αλεξιου ευαγγελου θωμας,1989-01-01,1989-06-02,νεα δημοκρατια,ξανθης
θεοδωρου αλεξανδρου χρηστος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ευβοιας
θεοδωρου αλεξανδρου χρηστος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ευβοιας
θεοπεφτατου χρηστου αφροδιτη,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,κεφαλληνιας
θεοπεφτατου χρηστου αφροδιτη,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,κεφαλληνιας
θεοπεφτατου χρηστου αφροδιτη,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,κεφαλληνιας
θεοπεφτατου χρηστου αφροδιτη,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,κεφαλληνιας
θεοφυλακτος γαβριηλ ιωαννης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,κοζανης
θεοχαρη αριστοτελη μαρια,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,καρδιτσας
θεοχαρης αθανασιου θεοχαρης (χαρης),2015-01-25,2015-08-28,το ποταμι,β' αθηνων
θεοχαρης αθανασιου θεοχαρης (χαρης),2018-12-18,2019-06-11,ανεξαρτητοι (εκτος κομματος),β' αθηνων
θεοχαρης αθανασιου θεοχαρης (χαρης),2016-04-19,2018-12-17,ανεξαρτητοι (εκτος κομματος),β' αθηνων
θεοχαρης αθανασιου θεοχαρης (χαρης),2015-09-20,2016-04-18,το ποταμι,β' αθηνων
θεοχαρης αθανασιου θεοχαρης (χαρης),2019-07-07,2023-04-22,νεα δημοκρατια,β3' νοτιου τομεα αθηνων
θεοχαρης αθανασιου θεοχαρης (χαρης),2023-05-21,2023-05-29,νεα δημοκρατια,β3' νοτιου τομεα αθηνων
θεοχαριδης μιχαηλ δημοσθενης,1989-01-01,1989-06-02,νεα δημοκρατια,φλωρινας
θεοχαροπουλος στεφανου αθανασιος,2019-01-21,2019-06-11,ανεξαρτητοι (εκτος κομματος),επικρατειας
θεοχαροπουλος στεφανου αθανασιος,2015-09-20,2019-01-20,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),επικρατειας
θεωνας γρηγοριου ιωαννης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
θηβαιος γεωργιου νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,βοιωτιας
αλεξοπουλος δημητριου χρυσοβαλαντης,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,λαρισας
αλεξοπουλος δημητριου χρυσοβαλαντης,2014-03-14,2014-12-31,ανεξαρτητοι (εκτος κομματος),λαρισας
αλεξοπουλος δημητριου χρυσοβαλαντης,2012-06-17,2014-03-13,λαικος συνδεσμος - χρυση αυγη,λαρισας
θρασκια κωνσταντινου ουρανια (ρανια),2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,α' θεσσαλονικης
θραψανιωτης μιχαηλ εμμανουηλ,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,λασιθιου
θραψανιωτης μιχαηλ εμμανουηλ,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,λασιθιου
θωμα αλεξιου μαρια,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,αχαιας
θωμα αλεξιου μαρια,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,αχαιας
θωμα αλεξιου μαρια,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας
θωμα αλεξιου μαρια,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αχαιας
θωμα αλεξιου μαρια,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας
θωμα αλεξιου μαρια,2006-12-20,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,αχαιας
θωμας πετρου γεωργιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας
θωμοπουλος πετρου ιωαννης,1996-01-17,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αργολιδος
θωμοπουλος πετρου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αργολιδος
θωμοπουλος πετρου ιωαννης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αργολιδος
ιακωβιδου χρυσοστομου παναγιωτα (τανια),2014-03-28,2014-12-31,νεα δημοκρατια,β' αθηνων
ιατριδη ιωαννη τσαμπικα (μικα),2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2012-02-12,2012-04-02,ανεξαρτητοι (εκτος κομματος),δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2009-10-04,2012-02-11,νεα δημοκρατια,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2014-10-16,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2014-06-03,2014-10-15,ανεξαρτητοι (εκτος κομματος),δωδεκανησου
