member_name,member_start_date,member_end_date,political_party,administrative_region
ξουλιδου ιωαννη σταυρουλα,2012-06-17,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,β' θεσσαλονικης
ξουλιδου ιωαννη σταυρουλα,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,β' θεσσαλονικης
ξυδακης γαλατη νικολαος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
ξυδακης γαλατη νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
ξυνιδης γεωργιου σωκρατης,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,ξανθης
οθωνας οθωνα εμμανουηλ,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ρεθυμνης
οθωνας οθωνα εμμανουηλ,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,ρεθυμνης
οθωνας οθωνα εμμανουηλ,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,ρεθυμνης
οικονομιδης θεοδοσιου παναγιωτης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,αρτας
οικονομιδης θεοδοσιου παναγιωτης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,αρτας
οικονομιδης θεοδοσιου παναγιωτης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,αρτας
οικονομιδης θεοδοσιου παναγιωτης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αρτας
οικονομοπουλος βασιλειου νικολαος,1993-10-10,1996-08-24,πολιτικη ανοιξη,αχαιας
αραπη-καραγιαννη σωτηριου βασιλικη,1996-09-22,2000-03-14,δημοκρατικο κοινωνικο κινημα,α' αθηνων
οικονομου αθανασιου βασιλειος,2000-04-09,2000-12-13,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
οικονομου αθανασιου βασιλειος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
οικονομου αθανασιου βασιλειος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
οικονομου αθανασιου βασιλειος,2012-03-26,2012-04-11,δημοκρατικη αριστερα,αττικης(υπολοιπο)
οικονομου αθανασιου βασιλειος,2010-05-06,2012-03-25,ανεξαρτητοι (εκτος κομματος),αττικης(υπολοιπο)
οικονομου αθανασιου βασιλειος,2009-10-04,2010-05-05,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
οικονομου αθανασιου βασιλειος,2012-05-06,2012-05-19,δημοκρατικη αριστερα,αττικης
οικονομου αθανασιου βασιλειος,2014-06-06,2014-12-31,ανεξαρτητοι (εκτος κομματος),αττικης
οικονομου αθανασιου βασιλειος,2012-06-17,2014-06-05,δημοκρατικη αριστερα,αττικης
οικονομου αθανασιου βασιλειος,2015-01-25,2015-08-28,νεα δημοκρατια,επικρατειας
οικονομου αθανασιου βασιλειος,2015-09-20,2019-06-11,νεα δημοκρατια,επικρατειας
οικονομου αθανασιου βασιλειος,2019-07-07,2023-04-22,νεα δημοκρατια,α' ανατολικης αττικης
οικονομου αθανασιου βασιλειος,2023-05-21,2023-05-29,νεα δημοκρατια,α' ανατολικης αττικης
οικονομου αλεξανδρου ξενοφων,1989-09-26,1989-10-12,νεα δημοκρατια,ευρυτανιας
οικονομου γεωργιου θωμαις (τζινα),2023-05-21,2023-05-29,νεα δημοκρατια,ευρυτανιας
οικονομου γεωργιου χρηστος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
οικονομου γεωργιου χρηστος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
οικονομου γεωργιου χρηστος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
οικονομου γεωργιου χρηστος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
οικονομου γεωργιου χρηστος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
οικονομου γεωργιου χρηστος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
οικονομου δημητριου ιωαννης,2019-07-07,2023-04-22,νεα δημοκρατια,φθιωτιδας
οικονομου σπυριδωνα παντελης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
οικονομου σπυριδωνα παντελης,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
οικονομου σωκρατη αθανασιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων
οικονομου χρηστου γεωργιος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
οικονομου χρηστου γεωργιος,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,τρικαλων
αγγελης στεφανου ανεστης,2000-04-09,2004-02-11,νεα δημοκρατια,καστοριας
αγγελης στεφανου ανεστης,2004-03-07,2007-08-18,νεα δημοκρατια,καστοριας
αραπης αναστασιου ιωαννης,1996-09-22,2000-03-14,δημοκρατικο κοινωνικο κινημα,β' πειραιως
ορφανος δημητριου γεωργιος,1996-09-22,2000-03-14,νεα δημοκρατια,α' θεσσαλονικης
ορφανος δημητριου γεωργιος,2000-04-09,2004-02-11,νεα δημοκρατια,α' θεσσαλονικης
ορφανος δημητριου γεωργιος,2004-03-07,2007-08-18,νεα δημοκρατια,α' θεσσαλονικης
ορφανος δημητριου γεωργιος,2007-09-16,2009-09-07,νεα δημοκρατια,α' θεσσαλονικης
ορφανος δημητριου γεωργιος,2012-05-06,2012-05-19,νεα δημοκρατια,α' θεσσαλονικης
ορφανος δημητριου γεωργιος,2012-06-17,2014-12-31,νεα δημοκρατια,α' θεσσαλονικης
ορφανος δημητριου νικολαος,2015-01-25,2015-08-28,το ποταμι,β' πειραιως
ουζουνιδης δημητριου μαρινος,2012-06-17,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,εβρου
ουζουνιδου χρηστου ευγενια,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,κοζανης
ουζουνιδου χρηστου ευγενια,2015-08-21,2015-08-28,λαικη ενοτητα,κοζανης
ουζουνιδου χρηστου ευγενια,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,κοζανης
ουρσουζιδης νικολαου γεωργιος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ημαθιας
ουρσουζιδης νικολαου γεωργιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ημαθιας
παγκαλος γεωργιου θεοδωρος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παγκαλος γεωργιου θεοδωρος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παγκαλος γεωργιου θεοδωρος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παγκαλος γεωργιου θεοδωρος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παγκαλος γεωργιου θεοδωρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παγκαλος γεωργιου θεοδωρος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παγκαλος γεωργιου θεοδωρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παγκαλος γεωργιου θεοδωρος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παγκαλος γεωργιου θεοδωρος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παγκαλος γεωργιου θεοδωρος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
παγοροπουλος ιωαννη δημητριος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
παλαιοθοδωρος αναστασιου δημητριος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου
παλαιοθοδωρος αναστασιου δημητριος,1990-04-24,1991-05-29,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου
παλαιοθοδωρος αναστασιου δημητριος,1990-04-08,1990-04-23,ανεξαρτητοι (εκτος κομματος),ζακυνθου
παλαιοθοδωρος αναστασιου δημητριος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου
παλαιοκρασσας δημητριου ιωαννης,1989-01-01,1989-06-02,νεα δημοκρατια,κυκλαδων
παλαιοκρασσας δημητριου ιωαννης,1989-06-18,1989-10-12,νεα δημοκρατια,κυκλαδων
παλαιοκρασσας δημητριου ιωαννης,1989-11-05,1990-03-12,νεα δημοκρατια,κυκλαδων
παλαιοκρασσας δημητριου ιωαννης,2004-03-07,2004-03-26,νεα δημοκρατια,κυκλαδων
παλλας δημητριου δημητριος,1989-01-01,1989-06-02,νεα δημοκρατια,β' πειραιως
