date,event,member_name,member_role,gov_date_from,gov_date_to,gov_name
2015-01-27,παραιτηση,παρασκευα κουκουλοπουλου,αναπληρωτη υπουργου αγροτικης αναπτυξης και τροφιμων,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,νικολαου ταγαρα,"αναπληρωτη υπουργου περιβαλλοντος, ενεργειας και κλιματικης αλλαγης",2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,σοφια βουλτεψη,υφυπουργου στον πρωθυπουργο,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,δημητριου κουρκουλα,υφυπουργου εξωτερικων,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,κυριακου γεροντοπουλου,υφυπουργου εξωτερικων,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,γεωργιου μαυραγανη,υφυπουργου οικονομικων,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,ιωαννη λαμπροπουλου,υφυπουργου εθνικης αμυνας,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,γεωργιου ντολιου,υφυπουργου εσωτερικων,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,παναγιωτη μηταρακη,υφυπουργου αναπτυξης και ανταγωνιστικοτητας,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,γερασιμου γιακουματου,υφυπουργου αναπτυξης και ανταγωνιστικοτητας,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,οδυσσεας κωνσταντινοπουλου,υφυπουργου αναπτυξης και ανταγωνιστικοτητας,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,αλεξανδρου δερμεντζοπουλου,υφυπουργου παιδειας και θρησκευματων,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,γεωργιου γεωργαντα,υφυπουργου παιδειας και θρησκευματων,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,ιωαννη ανδριανο,υφυπουργου πολιτισμου και αθλητισμου,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,αγγελικη γκερεκου,υφυπουργου πολιτισμου και αθλητισμου,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,παρασκευη συζ.δημητριου χριστοφιλοπουλου,υφυπουργου διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,αικατερινη παπακωστα-σιδηροπουλου,υφυπουργου υγειας,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,βασιλειου κεγκερογλου,"υφυπουργου εργασιας, κοινωνικης ασφαλισης και προνοιας",2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,αντωνιου μπεζα,"υφυπουργου εργασιας, κοινωνικης ασφαλισης και προνοιας",2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,ιωαννη πλακιωτακη,"υφυπουργου εργασιας, κοινωνικης ασφαλισης και προνοιας",2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,μιχαηλ παπαδοπουλου,υφυπουργου υποδομων μεταφορων και δικτυων,2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-27,παραιτηση,ασημακη παπαγεωργιου,"υφυπουργου περιβαλλοντος, ενεργειας και κλιματικης αλλαγης",2012-06-20,2015-01-26,σαμαρα κ. αντωνιου
2015-01-26,διορισμος,αλεξιου τσιπρα,πρωθυπουργου,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,ιωαννη δραγασακη,αντιπροεδρου της κυβερνησης,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,νικολαου βουτση,υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,γεωργιου σταθακη,"υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,παναγιωτη καμμενο,υπουργου εθνικης αμυνας,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,αριστειδη-νικολαου-δημητριου μπαλτα,"υπουργου πολιτισμου, παιδειας και θρησκευματων",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,παναγιωτη λαφαζανη,"υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,νικολαου παρασκευοπουλου,"υπουργου δικαιοσυνης, διαφανειας και ανθρωπινωνδικαιωματων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,νικολαου κοτζια,υπουργου εξωτερικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,ιωαννη βαρουφακη,υπουργου οικονομικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,παναγιωτη σκουρλετη,υπουργου εργασιας και κοινωνικης αλληλεγγυης,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,παναγιωτη κουρουμπλη,υπουργου υγειας και κοινωνικων ασφαλισεων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,παναγιωτη νικολουδη,υπουργου επικρατειας,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,αλεξανδρου φλαμπουραρη,υπουργου επικρατειας,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,νικολαου παππα,υπουργου επικρατειας,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,γεωργιου κατρουγκαλου,"αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,ιωαννη πανουση,"αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,θεοδωρου δριτσα,"αναπληρωτη υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,ελενας κουντουρα,"αναπληρωτριας υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,κωνσταντινου-ηρακλη ησυχου,"αναπληρωτη υπουργου εθνικης αμυνας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,νικολαου ξυδακη,"αναπληρωτη υπουργου πολιτισμου, παιδειας και θρησκευματων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,αναστασιου κουρακη,"αναπληρωτη υπουργου πολιτισμου, παιδειας και θρησκευματων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,ιωαννη τσιρωνη,"αναπληρωτη υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,ευαγγελου αποστολου,"αναπληρωτη υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,νικολαου χουντη,αναπληρωτη υπουργου εξωτερικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,ευκλειδη τσακαλωτου,αναπληρωτη υπουργου εξωτερικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,ολγας-ναντιας βαλαβανη,αναπληρωτριας υπουργου οικονομικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,δημητριου μαρδα,αναπληρωτη υπουργου οικονομικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,θεανους φωτιου,αναπληρωτριας υπουργου εργασιας και κοινωνικης αλληλεγγυης,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,ουρανιας αντωνοπουλου,αναπληρωτριας υπουργου εργασιας και κοινωνικης αλληλεγγυης,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,ανδρεα ξανθου,αναπληρωτη υπουργου υγειας και κοινωνικων ασφαλισεων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,δημητριου στρατουλη,αναπληρωτη υπουργου υγειας και κοινωνικων ασφαλισεων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,γαβριηλ σακελλαριδη,"υφυπουργου στον πρωθυπουργο,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,τερενς-σπενσερ-νικολαου κουικ,υφυπουργου στον πρωθυπουργο,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,μαριας κολλια-τσαρουχα,υφυπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,νικολαου τοσκα,"υφυπουργου εθνικης αμυνας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,χαραλαμπου-σταυρου κοντονη,"υφυπουργου πολιτισμου, παιδειας και θρησκευματων",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-01-27,διορισμος,παναγιωτη σγουριδη,"υφυπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντοςκαι ενεργειας.",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-03-21,παραιτηση,δημητριου στρατουλη,αναπληρωτη υπουργου υγειας,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-03-21,διορισμος,αναστασιας χριστοδουλοπουλου,αναπληρωτριας υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-03-21,διορισμος,χρηστου σπιρτζη,αναπληρωτη υπουργου οικονομιας υποδομων ναυτιλιας και τουρισμου,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-03-21,διορισμος,κωνσταντινου φωτακη,"αναπληρωτη υπουργου πολιτισμου, παιδειας και θρησκευματων",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-03-21,διορισμος,δημητριου στρατουλη,"αναπληρωτη υπουργου εργασιας, κοινωνικης ασφαλισης",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-03-21,διορισμος,δημητριου παπαγγελοπουλου,"υφυπουργου δικαιοσυνης, διαφανειας και ανθρωπινων δικαιωματων",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-06,παραιτηση,ιωαννη βαρουφακη,υπουργου οικονομικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-06,παραιτηση,ευκλειδη τσακαλωτου,αναπληρωτη υπουργου εξωτερικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-06,διορισμος,ευκλειδη τσακαλωτου,υπουργου οικονομικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,παραιτηση,παναγιωτη λαφαζανη,"υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,παραιτηση,παναγιωτη σκουρλετη,"υπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,παραιτηση,γεωργιου κατρουγκαλου,αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,παραιτηση,κωνσταντινου-ηρακλη ησυχου,αναπληρωτη υπουργου εθνικης αμυνας,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,παραιτηση,νικολαου χουντη,αναπληρωτη υπουργου εξωτερικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,παραιτηση,ολγας-ναντιας βαλαβανη,αναπληρωτριας υπουργου οικονομικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,παραιτηση,δημητριου στρατουλη,"αναπληρωτη υπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,παραιτηση,γαβριηλ σακελλαριδη,υφυπουργου στον πρωθυπουργο,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,διορισμος,παναγιωτη σκουρλετη,"υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,διορισμος,γεωργιου κατρουγκαλου,"υπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,διορισμος,χριστοφορου βερναρδακη,αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,διορισμος,δημητριου βιτσα,αναπληρωτη υπουργου εθνικης αμυνας,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,διορισμος,αθανασια αναγνωστοπουλου,αναπληρωτριας υπουργου εξωτερικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,διορισμος,τρυφωνα αλεξιαδη,αναπληρωτη υπουργου οικονομικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,διορισμος,ολγα γεροβασιλη,υφυπουργου στον πρωθυπουργο,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,διορισμος,παυλου πολακη,υφυπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,διορισμος,ιωαννη αμανατιδη,υφυπουργου εξωτερικων,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-07-18,διορισμος,παυλου χαικαλη,"υφυπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,αλεξιου τσιπρα,πρωθυπουργου,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,ιωαννη δραγασακη,"αντιπροεδρου της κυβερνησης,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,νικολαου βουτση,"υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,γεωργιου σταθακη,"υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,παναγιωτη καμμενου,"υπουργου εθνικης αμυνας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,αριστειδη-νικολαου-δημητριου μπαλτα,"υπουργου πολιτισμου, παιδειας και θρησκευματων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,παναγιωτη σκουρλετη,"υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,νικολαου παρασκευοπουλου,"υπουργου δικαιοσυνης, διαφανειας και ανθρωπινων δικαιωματων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,νικολαου κοτζια,"υπουργου εξωτερικων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,ευκλειδη τσακαλωτου,"υπουργου οικονομικων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,γεωργιου κατρουγκαλου,"υπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,παναγιωτη κουρουμπλη,"υπουργου υγειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,νικολαου παππα,"υπουργου επικρατειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,αλεξανδρου φλαμπουραρη,"υπουργου επικρατειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,παναγιωτη νικολουδη,"υπουργου επικρατειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,χριστοφορου βερναρδακη,"αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,ιωαννη πανουση,"αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,αναστασιας χριστοδουλοπουλου,"αναπληρωτριας υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,θεοδωρου δριτσα,"αναπληρωτη υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,ελενας κουντουρα,"αναπληρωτριας υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,χρηστου σπιρτζη,"αναπληρωτη υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,δημητριου βιτσα,"αναπληρωτη υπουργου εθνικης αμυνας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,νικολαου ξυδακη,"αναπληρωτη υπουργου πολιτισμου, παιδειας και θρησκευματων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,αναστασιου κουρακη,"αναπληρωτη υπουργου πολιτισμου, παιδειας και θρησκευματων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,κωνσταντινου φωτακη,"αναπληρωτη υπουργου πολιτισμου, παιδειας και θρησκευματων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,ιωαννη τσιρωνη,"αναπληρωτη υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,ευαγγελου αποστολου,"αναπληρωτη υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,αθανασιας αναγνωστοπουλου,"αναπληρωτριας υπουργου εξωτερικων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,τρυφωνα αλεξιαδη,"αναπληρωτη υπουργου οικονομικων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,δημητριου μαρδα,"αναπληρωτη υπουργου οικονομικων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,θεανως φωτιου,"αναπληρωτριας υπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,ουρανιας αντωνοπουλου,"αναπληρωτριας υπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,ανδρεα ξανθου,"αναπληρωτη υπουργου υγειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,ολγας γεροβασιλη,"υφυπουργου στον πρωθυπουργο,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,τερενς-σπενσερ-νικολαου κουικ,"υφυπουργου στον πρωθυπουργο,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,μαριας κολλια-τσαρουχα,"υφυπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,παυλου πολακη,υφυπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,νικολαου τοσκα,"υφυπουργου εθνικης αμυνας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,χαραλαμπου-σταυρου κοντονη,"υφυπουργου πολιτισμου, παιδειας και θρησκευματων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,παναγιωτη σγουριδη,"υφυπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,δημητριου παπαγγελοπουλου,"υφυπουργου δικαιοσυνης, διαφανειας και ανθρωπινων δικαιωματων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,ιωαννη αμανατιδη,"υφυπουργου εξωτερικων,",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,παραιτηση,παυλου χαικαλη,"υφυπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης.",2015-01-26,2015-08-27,τσιπρα π. αλεξιου
2015-08-27,διορισμος,βασιλικης σπ. θανου-χριστοφιλου,πρωθυπουργου,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,αντωνιου μανιτακη,"υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,νικολαου χριστοδουλακη,"υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,ιωαννη γιαγκου,"υπουργου εθνικης αμυνας,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,αγγελικης-ευφροσυνης κιαου-δημακου,"υπουργου πολιτισμου, παιδειας και θρησκευματων,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,ιωαννη γκολια,"υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,δημητριου παπαγγελοπουλου,"υπουργου δικαιοσυνης, διαφανειας και ανθρωπινων δικαιωματων,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,πετρου μολυβιατη,"υπουργου εξωτερικων,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,γεωργιου χουλιαρακη,"υπουργου οικονομικων,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,δημητριου μουστακα,"υπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,μελετιου-αθανασιου δημοπουλου,"υπουργου υγειας,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,ελευθεριου παπαγεωργοπουλου,"υπουργου επικρατειας,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,παναγιωτη νικολουδη,"υπουργου επικρατειας,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,αντωνιου μακρυδημητρη,"αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,ιωαννη μουζαλα,"αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,χρηστου ζωη,"αναπληρωτη υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,αλκηστις αττικιουζελ (πρωτοψαλτη),"αναπληρωτριας υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,μαρινας λαμπρακη-πλακα,"αναπληρωτριας υπουργου πολιτισμου, παιδειας και θρησκευματων,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,κωνσταντινου μουσουρουλη,"αναπληρωτη υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,δημητριου μελα,"αναπληρωτη υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,σπυριδωνος φλογαιτη,"αναπληρωτη υπουργου εξωτερικων,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,τρυφωνος αλεξιαδη,"αναπληρωτη υπουργου οικονομικων,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,ξενοφωντος-ροδολφου μορωνη,"υφυπουργου στον πρωθυπουργο,",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-08-28,διορισμος,φιλιππου τσαλιδη,υφυπουργου εσωτερικων και διοικητικης ανασυγκροτησης.,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,βασιλικης σπ.θανου-χριστοφιλου,πρωθυπουργου,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,αντωνιου μανιτακη,υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
