No:1,Name: Βουλευτής,NO DATA
No:2,Name:Αβδελάς Κωνσταντίνου Απόστολος,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:Α'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΕΛΛΗΝΙΚΗΛΥΣΗ-ΚΥΡΙΑΚΟΣΒΕΛΟΠΟΥΛΟΣ,Description:Εκλογής 
No:695,Name:Κουσελάς Ηλία Δημήτριος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΜΕΣΣΗΝΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:695,Name:Κουσελάς Ηλία Δημήτριος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:ΜΕΣΣΗΝΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:695,Name:Κουσελάς Ηλία Δημήτριος,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:ΜΕΣΣΗΝΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:696,Name:Κουσουρνάς Γεωργίου Ευστάθιος,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:ΔΩΔΕΚΑΝΗΣΟΥ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:696,Name:Κουσουρνάς Γεωργίου Ευστάθιος,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:30/12/2010,Administrative-Region:ΔΩΔΕΚΑΝΗΣΟΥ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:ΠαραίτησηςαπότοΒουλευτικόΑξίωμα(αντικαταστάτης:ΚασσάραςΓεώργιοςΙωάννη)
No:697,Name:Κουτήφαρη Ευαγγέλου Λίνα,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΥΠΟΛΟΙΠΟΝΠΡΩΗΝΔΗΜΟΥΑΘΗΝΑΙΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:698,Name:Κουτμερίδης Θεοδώρου Ευστάθιος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΣΕΡΡΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:698,Name:Κουτμερίδης Θεοδώρου Ευστάθιος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:09/05/2005,Administrative-Region:ΣΕΡΡΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:ΈκπτωσηςΒουλευτικούΑξιώματος(αντικαταστάτης:ΚαραμανλήςΑχιλλεύςΓεωργίου)
No:698,Name:Κουτμερίδης Θεοδώρου Ευστάθιος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:ΣΕΡΡΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:698,Name:Κουτμερίδης Θεοδώρου Ευστάθιος,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:ΣΕΡΡΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:699,Name:Κουτουμάνος Σαράντου Νικόλαος,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΜΕΣΣΗΝΙΑΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:700,Name:Κουτρουμάνης Σπυρίδωνος Γεώργιος,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:701,Name:Κουτσογιαννακόπουλος Ιωάννη Κωνσταντίνος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΦΘΙΩΤΙΔΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:702,Name:Κουτσόγιωργας Ιωάννη Αγαμέμνων,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΑΧΑΪΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Aντικατέστησε:ΝικολόπουλοςΠαναγιώτηςΜιχαήλ(Λόγω:Εκλογής)
No:702,Name:Κουτσόγιωργας Ιωάννη Αγαμέμνων,Period:Β'(20/11/1977-19/09/1981),Date:20/11/1977,Administrative-Region:ΑΧΑΪΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:702,Name:Κουτσόγιωργας Ιωάννη Αγαμέμνων,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:ΑΧΑΪΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:702,Name:Κουτσόγιωργας Ιωάννη Αγαμέμνων,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:ΑΧΑΪΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:703,Name:Κουτσούκος Δημητρίου Γιάννης,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:703,Name:Κουτσούκος Δημητρίου Γιάννης,Period:Ι'(09/04/2000-11/02/2004),Date:20/09/2000,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:ΈκπτωσηςΒουλευτικούΑξιώματος(αντικαταστάτης:ΣκουλαρίκηςΙωάννηςΠαναγιώτη)
No:703,Name:Κουτσούκος Δημητρίου Γιάννης,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:703,Name:Κουτσούκος Δημητρίου Γιάννης,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:703,Name:Κουτσούκος Δημητρίου Γιάννης,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:703,Name:Κουτσούκος Δημητρίου Γιάννης,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:703,Name:Κουτσούκος Δημητρίου Γιάννης,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:703,Name:Κουτσούκος Δημητρίου Γιάννης,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:07/11/2012,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΑΝΕΞΑΡΤΗΤΟΙ,Description:ΕτέθηεκτόςΚοινοβουλευτικήςΟμάδας
No:703,Name:Κουτσούκος Δημητρίου Γιάννης,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:21/02/2013,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Προσχώρησης/ΕπανένταξηςσεΚ.Ο
No:703,Name:Κουτσούκος Δημητρίου Γιάννης,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:703,Name:Κουτσούκος Δημητρίου Γιάννης,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΔΗΜΟΚΡΑΤΙΚΗΣΥΜΠΑΡΑΤΑΞΗ(ΠΑΝΕΛΛΗΝΙΟΣΟΣΙΑΛΙΣΤΙΚΟΚΙΝΗΜΑ-ΔΗΜΟΚΡΑΤΙΚΗΑΡΙΣΤΕΡΑ),Description:Εκλογής
No:704,Name:Κουτσούμπας Αποστόλου Δημήτριος,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:704,Name:Κουτσούμπας Αποστόλου Δημήτριος,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:704,Name:Κουτσούμπας Αποστόλου Δημήτριος,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:Β2'ΔΥΤΙΚΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:704,Name:Κουτσούμπας Αποστόλου Δημήτριος,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΦΘΙΩΤΙΔΑΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:704,Name:Κουτσούμπας Αποστόλου Δημήτριος,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:Β1'ΒΟΡΕΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:705,Name:Κουτσούμπας Βασιλείου Ανδρέας,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:705,Name:Κουτσούμπας Βασιλείου Ανδρέας,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:705,Name:Κουτσούμπας Βασιλείου Ανδρέας,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:705,Name:Κουτσούμπας Βασιλείου Ανδρέας,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:22/02/2017,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Aντικατέστησε:ΜπασιάκοςΕυάγγελοςΑθανασίου(Λόγω:Απεβίωσε)
No:705,Name:Κουτσούμπας Βασιλείου Ανδρέας,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:706,Name:Κουτσοχέρας Παναγιώτη Ιωάννης,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΔΗΜΟΣΑΘΗΝΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:706,Name:Κουτσοχέρας Παναγιώτη Ιωάννης,Period:Β'(20/11/1977-19/09/1981),Date:20/11/1977,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:706,Name:Κουτσοχέρας Παναγιώτη Ιωάννης,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:707,Name:Κοψαχείλης Αθανασίου Τιμολέων,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΓΡΕΒΕΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:707,Name:Κοψαχείλης Αθανασίου Τιμολέων,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΓΡΕΒΕΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:707,Name:Κοψαχείλης Αθανασίου Τιμολέων,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΓΡΕΒΕΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:708,Name:Κρανιάς Ηλία Δημήτριος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:31/08/2009,Administrative-Region:ΑΡΓΟΛΙΔΟΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Aντικατέστησε:ΜανώληςΙωάννηςΓεωργίου(Λόγω:ΠαραίτησηςαπότοΒουλευτικόΑξίωμα)
No:709,Name:Κράτσας Γεωργίου Απόστολος,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΥΠΟΛΟΙΠΟΝΠΡΩΗΝΔΗΜΟΥΑΘΗΝΑΙΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:709,Name:Κράτσας Γεωργίου Απόστολος,Period:Β'(20/11/1977-19/09/1981),Date:20/11/1977,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:709,Name:Κράτσας Γεωργίου Απόστολος,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:709,Name:Κράτσας Γεωργίου Απόστολος,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:709,Name:Κράτσας Γεωργίου Απόστολος,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:709,Name:Κράτσας Γεωργίου Απόστολος,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:709,Name:Κράτσας Γεωργίου Απόστολος,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:710,Name:Κράτσας Γεωργίου Ζαχαρίας,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΣΑΜΟΥ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:710,Name:Κράτσας Γεωργίου Ζαχαρίας,Period:Β'(20/11/1977-19/09/1981),Date:20/11/1977,Administrative-Region:ΣΑΜΟΥ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:711,Name:Κρεμαστινός Θωμά Δημήτριος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΔΩΔΕΚΑΝΗΣΟΥ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:711,Name:Κρεμαστινός Θωμά Δημήτριος,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:ΔΩΔΕΚΑΝΗΣΟΥ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:711,Name:Κρεμαστινός Θωμά Δημήτριος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΔΩΔΕΚΑΝΗΣΟΥ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:711,Name:Κρεμαστινός Θωμά Δημήτριος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΔΩΔΕΚΑΝΗΣΟΥ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:711,Name:Κρεμαστινός Θωμά Δημήτριος,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΔΩΔΕΚΑΝΗΣΟΥ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:711,Name:Κρεμαστινός Θωμά Δημήτριος,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:ΔΩΔΕΚΑΝΗΣΟΥ,Parliamentary-Party:ΔΗΜΟΚΡΑΤΙΚΗΣΥΜΠΑΡΑΤΑΞΗ(ΠΑΝΕΛΛΗΝΙΟΣΟΣΙΑΛΙΣΤΙΚΟΚΙΝΗΜΑ-ΔΗΜΟΚΡΑΤΙΚΗΑΡΙΣΤΕΡΑ),Description:Εκλογής
No:712,Name:Κρέσπης Αναστασίου Νικόλαος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΛΑΪΚΟΣΣΥΝΔΕΣΜΟΣ-ΧΡΥΣΗΑΥΓΗ,Description:Εκλογής
No:713,Name:Κρητικός Δημοσθένη Νεοκλής,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:ΛΑΚΩΝΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:713,Name:Κρητικός Δημοσθένη Νεοκλής,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΛΑΚΩΝΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:713,Name:Κρητικός Δημοσθένη Νεοκλής,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΛΑΚΩΝΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:714,Name:Κρητικός Νικολάου Παναγιώτης,Period:Β'(20/11/1977-19/09/1981),Date:20/11/1977,Administrative-Region:Β'ΠΕΙΡΑΙΩΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:714,Name:Κρητικός Νικολάου Παναγιώτης,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:Β'ΠΕΙΡΑΙΩΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:714,Name:Κρητικός Νικολάου Παναγιώτης,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:Β'ΠΕΙΡΑΙΩΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:714,Name:Κρητικός Νικολάου Παναγιώτης,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:Β'ΠΕΙΡΑΙΩΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:714,Name:Κρητικός Νικολάου Παναγιώτης,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:Β'ΠΕΙΡΑΙΩΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:714,Name:Κρητικός Νικολάου Παναγιώτης,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:Β'ΠΕΙΡΑΙΩΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:714,Name:Κρητικός Νικολάου Παναγιώτης,Period:Η'(10/10/1993-24/08/1996),Date:10/10/1993,Administrative-Region:Β'ΠΕΙΡΑΙΩΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:714,Name:Κρητικός Νικολάου Παναγιώτης,Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:Β'ΠΕΙΡΑΙΩΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:714,Name:Κρητικός Νικολάου Παναγιώτης,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:Β'ΠΕΙΡΑΙΩΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:715,Name:Κρίκος Ιωάννη Αθανάσιος,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΥΠΟΛΟΙΠΟΝΠΡΩΗΝΔΗΜΟΥΑΘΗΝΑΙΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:715,Name:Κρίκος Ιωάννη Αθανάσιος,Period:Β'(20/11/1977-19/09/1981),Date:20/11/1977,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:715,Name:Κρίκος Ιωάννη Αθανάσιος,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:715,Name:Κρίκος Ιωάννη Αθανάσιος,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:715,Name:Κρίκος Ιωάννη Αθανάσιος,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:715,Name:Κρίκος Ιωάννη Αθανάσιος,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:716,Name:Κριτσωτάκης Γεωργίου Μιχαήλ,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:ΗΡΑΚΛΕΙΟΥ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:716,Name:Κριτσωτάκης Γεωργίου Μιχαήλ,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΗΡΑΚΛΕΙΟΥ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:716,Name:Κριτσωτάκης Γεωργίου Μιχαήλ,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΗΡΑΚΛΕΙΟΥ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:716,Name:Κριτσωτάκης Γεωργίου Μιχαήλ,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΗΡΑΚΛΕΙΟΥ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:716,Name:Κριτσωτάκης Γεωργίου Μιχαήλ,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:21/08/2015,Administrative-Region:ΗΡΑΚΛΕΙΟΥ,Parliamentary-Party:ΛΑΪΚΗΕΝΟΤΗΤΑ,Description:Προσχώρησης/ΕπανένταξηςσεΚ.Ο
No:717,Name:Κροκίδη Νικολάου Λίνα,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:718,Name:Κτενά Θεοφύλακτου Αφροδίτη,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:Β1'ΒΟΡΕΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:718,Name:Κτενά Θεοφύλακτου Αφροδίτη,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:Β1'ΒΟΡΕΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:719,Name:Κτενάς Χρήστου Γεώργιος,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:ΛΕΥΚΑΔΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:719,Name:Κτενάς Χρήστου Γεώργιος,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:ΛΕΥΚΑΔΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:719,Name:Κτενάς Χρήστου Γεώργιος,Period:Ι'(09/04/2000-11/02/2004),Date:18/07/2002,Administrative-Region:ΛΕΥΚΑΔΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Aντικατέστησε:ΒλασσόπουλοςΕυάγγελοςΝικολάου(Λόγω:Απεβίωσε)
No:720,Name:Κτιστάκης Ιωάννη Νικόλαος,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
